text,created_at,edit_history_tweet_ids,id,annote
Par Journal du Geek : La saison 2 des Anneaux de Pouvoir donne de ses nouvelles https://t . co/wqYulieys9,2022-12-09T17:35:58.000Z,['1601269436459237378'],1601269436459237378,2
"La saison 2 des Anneaux de Pouvoir donne de ses nouvelles
Source : Journal du Geek 
https://t . co/LDLY5gU88j",2022-12-09T17:17:39.000Z,['1601264825786671104'],1601264825786671104,2
La saison 2 des Anneaux de Pouvoir donne de ses nouvelles https://t . co/T2SxblkkuR https://t . co/MfyBfbZeKo,2022-12-09T17:00:53.000Z,['1601260606342025217'],1601260606342025217,2
"La saison 2 des Anneaux de Pouvoir donne de ses nouvelles
https://t . co/HH2Iv99m10",2022-12-09T17:00:52.000Z,['1601260603561107457'],1601260603561107457,2
 Comme Galadriel dans le Seigneur des Anneaux : Les Anneaux de Pouvoir,2022-12-09T16:00:10.000Z,['1601245328979943424'],1601245328979943424,2
  Du coup Disa dans Les Anneaux de Pouvoir ça aurait dû aussi te poser problème non ? ,2022-12-09T13:12:58.000Z,['1601203250665263106'],1601203250665263106,2
"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux , 7 autres comédiens officialisés https://t , co/Dxt53vx8WR via ",2022-12-09T12:05:22.000Z,['1601186239268679681'],1601186239268679681,2
j’ai pas envie de parler des Anneaux de Pouvoir avant qu’on ait fini mais : j’y pense le jour j’y pense la nuit j’y pense à chaque seconde,2022-12-09T11:29:41.000Z,['1601177259792302080'],1601177259792302080,2
"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux , 7 autres comédiens officialisés https://t , co/ah1JCKNY0Q",2022-12-09T11:26:23.000Z,['1601176428816605184'],1601176428816605184,2
"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux , 7 autres comédiens officialisés

👉Notre site : https://t , co/6Q58PdGULI https://t , co/QJ8lP8Ir2E",2022-12-09T10:56:19.000Z,['1601168860312395777'],1601168860312395777,2
"Les Anneaux de Pouvoir qui apparaissent dans aucun Top 10 des séries les plus recherchées , c'est intéressant et inquiétant , 

Sinon surpris de voir , The Watcher , dans plusieurs top 10 de plusieurs pays , 
https://t , co/lKIEefICRx",2022-12-09T08:59:33.000Z,['1601139474481586177'],1601139474481586177,4
Les anneaux du pouvoir : qui sont les nouveaux acteurs de la saison 2  ? https://t ? co/r1l3n3uWue,2022-12-09T08:08:07.000Z,['1601126534496292865'],1601126534496292865,2
 : qui sont les nouveaux acteurs de la saison 2  ? https://t ? co/fgz4rArC8m via  https://t ? co/MxHgynlXGo,2022-12-09T06:09:06.000Z,['1601096582778490880'],1601096582778490880,2
" "" Personne ne la regarde "" "" "" 
 La série a été n°1 pendant plusieurs semaines sur Prime Video et a même dépassé "" Les Anneaux de pouvoir "" donc bon "" "" 
https://t "" co/CbXrGUp6WW",2022-12-09T04:37:59.000Z,['1601073651146625024'],1601073651146625024,2
"Je commence Willow , et je reste impressionné de comment toutes les productions majeures de fantasy me posent problème sur le caricatural , 
Que ça soit Witcher , GoT , la Roue du Temps , Merlin , les Anneaux de pouvoir… J'ai le déplaisir… https://t , co/M5hAeeX7RH",2022-12-09T04:19:58.000Z,['1601069114981683200'],1601069114981683200,4
enfin commencé les anneaux du pouvoir et WOW ! ! ! beaucoup de gens se plaignaient d’un rythme trop lent mais personnellement ça ne m’a pas gênée : l’intrigue est posée de façon claire et ça permet de bien on découvrir tous les protagonistes ! pour le moment je suis hypée,2022-12-09T00:57:02.000Z,['1601018045471674369'],1601018045471674369,0
" Le dernier projet avait été annulé par Amazon , au profit des Anneaux du Pouvoir et de la Roue du Temps , , , C'était parti en tournage et tout , , , ",2022-12-08T22:15:28.000Z,['1600977386484690944'],1600977386484690944,2
" Il devait déjà y avoir une adaptation sur Amazon Prime Video , qu'ils ont tué dans l'oeuf au profit de la Roue du Temps et des Anneaux de Pouvoir , , , ",2022-12-08T19:26:28.000Z,['1600934855260352512'],1600934855260352512,2
Je suis en train de capter un truc : j’ai toujours pas fini les Anneaux de Pouvoir 😶,2022-12-08T19:12:25.000Z,['1600931321387552768'],1600931321387552768,2
Les anneaux du pouvoir : qui sont les nouveaux acteurs de la saison 2  ? https://t ? co/FzSWHgpqTn,2022-12-08T18:49:56.000Z,['1600925664365801473'],1600925664365801473,2
Le succès mondial made in Prime Video rempile pour une deuxième saison . Et le site de streaming a d'ores et déjà annoncé quelques changements . https://t . co/Kdi2kszPFg,2022-12-08T17:26:59.000Z,['1600904786966188043'],1600904786966188043,2
"Qui sont les nouveaux acteurs de la saison 2 de la série "" Les anneaux du pouvoir ""   "" La réponse sur   https://t "" co/KKMpvGVj5f",2022-12-08T17:26:28.000Z,['1600904659421769728'],1600904659421769728,2
 Amazon trouvaient qu'ils avaient pas assez dépensé avec les Anneaux de Pouvoir ? ,2022-12-08T16:29:19.000Z,['1600890276981182464'],1600890276981182464,2
Découvrez sur DGS : Les Anneaux de pouvoir : Des acteurs de Game of Thrones et de Bridgerton rejoignent le casting https://t . co/vwDK5W3Sbv ,2022-12-08T15:00:17.000Z,['1600867869344108545'],1600867869344108545,2
"Les Anneaux de pouvoir : une star de Bridgerton rejoint la saison 2 , son rôle menacé , https://t , co/BtW7eAQeIa https://t , co/yPXFBzmP4N",2022-12-08T14:40:51.000Z,['1600862978676604934'],1600862978676604934,2
"  Comme Galadriel dans les Anneaux de Pouvoir . 
Episode 2 : Le gars la sauve de la noyade . elle préfère replonger . Il la sauve encore 2 fois ensuite . 
Episode 8 : Elle dit au gars que c'est elle qui l'a sauvé de la noyade . 
Ecrit par une équipe de gauchistes Wokes . 🤣🤣🤣🤣🤣",2022-12-08T12:02:05.000Z,['1600823022428225536'],1600823022428225536,2
Les Anneaux de Pouvoir saison 2 : le nouveau casting de la série Le Seigneur des Anneaux est là https://t . co/emhIIn7e9L https://t . co/I2aNvgztlN,2022-12-08T11:16:04.000Z,['1600811444869926912'],1600811444869926912,2
"Les Anneaux de Pouvoir recrutent du côté de DC et Doctor Who pour la saison 2
 https://t . co/Sidvzfa3fl",2022-12-08T10:57:08.000Z,['1600806680446615552'],1600806680446615552,2
" Après , c'est le Silmarilion , donc ce n'est pas censé avoir été pris en compte dans la série Les Anneaux de pouvoir , qui n'a pas les droits dessus , 
(et je ne sais pas ce qu'il en est de Celeborn et surtout Gil-Galad , Le premier est collé à Galadriel , le second on n'a pas d'info)",2022-12-08T08:54:25.000Z,['1600775796599099392'],1600775796599099392,2
" Ok , j'ai pas vu Les Anneaux de Pouvoir , mais dans le Silmarillion il est dit qu'elle avait déjà été , amnisitiée , à la chute de Morgoth à la fin du Premier Âge , parce que de toute façon elle n'avait pas participé au fratricide d'Aqualondë , https://t , co/x7Tw4TaFEh",2022-12-08T08:42:28.000Z,['1600772791078617088'],1600772791078617088,2
"Top serie pour moi 2022
1 mercredi
2 les anneaux du pouvoir
3 Périphériques , les mondes de Flynne https://t , co/cEWV95I5zs",2022-12-08T07:34:02.000Z,['1600755566342598661'],1600755566342598661,2
 . . . Kabdel Media Adar dans Les Anneaux de pouvoir est remplacé par un autre https://t . co/GG3QZtFQRk https://t . co/FXNyf9TdxL,2022-12-08T02:31:21.000Z,['1600679394241957888'],1600679394241957888,2
"Gen V : quels personnages de The Boys reviennent ? - https://t ? co/RruEhrvzp6
Si Le Seigneur des Anneaux : Les Anneaux de Pouvoir représente la plus belle vitrine de Prime Video ? une autre série (moins coûteuse) remporte la totale adhésion des fans ? Il s’agit de The Boys ? séri ? ? ? https://t ? co/iwEajchaxh",2022-12-07T23:08:37.000Z,['1600628375328022529'],1600628375328022529,4
Épisode 4 des Anneaux de pouvoir : on s’ennuie ferme c’est lent a mort,2022-12-07T20:07:34.000Z,['1600582813987835932'],1600582813987835932,2
"En terme de longueur , c'est JAG , j'ai passé mon été à revisionner la série xD 
En terme de coup de cœur , c'est les Anneaux de Pouvoir , 

https://t , co/nIDjhh0PWD",2022-12-07T19:13:58.000Z,['1600569324602904576'],1600569324602904576,2
 Y’a que de quoi faire les anneaux de pouvoir sur prime bon rétablissement tu nous manque 😘,2022-12-07T18:18:01.000Z,['1600555244316131328'],1600555244316131328,2
 Ce soir jvais commencer les anneaux de pouvoir,2022-12-07T17:40:18.000Z,['1600545751775313920'],1600545751775313920,2
Par Les Toiles Héroïques : Les Anneaux de Pouvoir : Une nouvelle salve de huit acteurs pour la saison 2 ! https://t ! co/G9yOj31soz,2022-12-07T17:14:09.000Z,['1600539171613032455'],1600539171613032455,2
 : Une nouvelle salve de huit acteurs pour la saison 2 ! https://t ! co/NwChXGxJyj https://t ! co/MnKcUIoq0r,2022-12-07T16:51:24.000Z,['1600533443955261440'],1600533443955261440,2
Les Anneaux de Pouvoir : Une nouvelle salve de huit acteurs pour la saison 2 ! https://t ! co/tHul2Fqnkl,2022-12-07T16:41:04.000Z,['1600530844195717125'],1600530844195717125,2
"«Le Hobbit» : pour les 10 ans du film , Airbnb propose de dormir sur le lieu de tournage - https://t , co/bo3fhOPPr1
Les fans du «Seigneur des Anneaux» vont pouvoir séjourner sur le mythique plateau de tournage de la trilogie «Le Hobbit» de Peter Jackson , Une , , , Voir la source https://t , co/fhds45oEEI",2022-12-07T16:18:14.000Z,['1600525097093238785'],1600525097093238785,2
💍 : Une nouvelle salve de huit acteurs pour la saison 2 ! https://t ! co/W5NsfV8DCf https://t ! co/pNpcE3Oouw,2022-12-07T15:46:33.000Z,['1600517125411594246'],1600517125411594246,2
"Les Anneaux de Pouvoir 💍

La saison 2 devrait également présenter d'autres porteurs d'anneaux , notamment les rois nains et Nazgûl , qui pourraient être joués par certains des ajouts de la distribution , 👀",2022-12-07T15:15:46.000Z,['1600509379140263942'],1600509379140263942,2
"Les Anneaux de Pouvoir 💍

l'Elfe Círdan , qui porte l'un des trois anneaux forgés par Celebrimbor jusqu'à ce qu'il le cède à Gandalf , sera présenté dans la saison 2 , donc l'un des nouveaux acteurs devrait le jouer , ",2022-12-07T15:15:09.000Z,['1600509224861241346'],1600509224861241346,2
De bonne gueules pour des rôles variés à deviner pour les nouveaux venus au casting des Anneaux de Pouvoir . https://t . co/lQ7pv1tU2s,2022-12-07T15:11:02.000Z,['1600508188977205250'],1600508188977205250,4
Alan Lee : « J’ai regardé “Les Anneaux de pouvoir” avec un détachement jouissif » - Le Point https://t . co/9m78irmTXU via  ,2022-12-07T12:14:41.000Z,['1600463807553282048'],1600463807553282048,2
 Les anneaux de pouvoir,2022-12-07T12:08:12.000Z,['1600462175935426560'],1600462175935426560,2
La série Willow est encore plus mauvaise que Les Anneaux de Pouvoir mais au moins elle n’a pas dû coûter cher . ,2022-12-07T10:46:22.000Z,['1600441583198867456'],1600441583198867456,2
"Actualités du jour 📰 : 

Réseau de transport du centre : 21 lignes de bus à l'arrêt ce jeudi -&gt ; https://t ; co/QABTpirWeB

« Les Anneaux de pouvoir » fait-elle honneur au « Seigneur des anneaux »  ; -&gt ; https://t ; co/bygrec6AGG

Bonne Lecture ; 📖",2022-12-07T06:30:05.000Z,['1600377084526104579'],1600377084526104579,2
" On a commencé les 2 en simultané avec ma femme :
Hotd : on rageait de devoir attendre 1 semaine l'épisode suivant . 
Anneaux de pouvoir : on s'est endormi à chaque épisode et on a lâché après le 3eme

Pourtant j'avais hâte de voir les 2",2022-12-06T19:58:10.000Z,['1600218057841922048'],1600218057841922048,2
"    Le seigneur des anneaux a plusieurs interprétations possibles , contradictoires entre elles , 
On a par exemple l'interprétation libertarienne de Fabry , qui dit que l'anneau EST le pouvoir , et que tout le sens de l'histoire est que le pouvoir corromps , 1/n
https://t , co/Q8znt2Zooj",2022-12-06T19:46:07.000Z,['1600215026383884288'],1600215026383884288,2
" Je l’ai terminée il y a peu et j’ai préféré l’intrigue de HOTD par rapport aux anneaux de pouvoir , j’espère que tu vas aimer , ",2022-12-06T19:40:21.000Z,['1600213573040541699'],1600213573040541699,2
 J’ai de mon côté terminé avec plaisir les anneaux de pouvoir quand j’ai décroché rapidement de House of the Dragon . https://t . co/wQee6bWjSE,2022-12-06T18:56:41.000Z,['1600202587399127080'],1600202587399127080,2
"J'arrive avec 3 mois de retard mais bon sang : House of The Dragon Épisode 1 , quel délice après l'ennui des Anneaux de Pouvoir , ",2022-12-06T18:53:40.000Z,['1600201827579879425'],1600201827579879425,2
"Dans cette interview , Alan Lee compare son art à ceux de John Howe et Ted Nasmith , Trois grands illustrateurs au service d'une même cause https://t , co/4WecPujkYi ",2022-12-06T16:09:14.000Z,['1600160446547628034'],1600160446547628034,2
"Monde | | "" "" House of the Dragon "" / "" Les anneaux de pouvoir "" / "" Dahmer "" : qui a "" gagné "" la bataille du streaming de l'automne 2022 "" "" 

https://t "" co/o5AOOPHwml",2022-12-06T15:50:14.000Z,['1600155663920865280'],1600155663920865280,2
"Analyse des COMBATS et DIALOGUES - LES ANNEAUX DE POUVOIR [Analyse de série]
 

 https://t . co/T1EumpVelt via ",2022-12-06T14:47:50.000Z,['1600139961558355968'],1600139961558355968,2
"  Ça va le faire . 
Les séries tv willow . anneaux de pouvoir . house of dragons vender du rêve et on a eu des cendres . 
Celui la va savoir . ",2022-12-06T14:07:56.000Z,['1600129918343389189'],1600129918343389189,2
Les anneaux de pouvoir https://t . co/Fogp4NzTQx,2022-12-06T11:18:04.000Z,['1600087169573552129'],1600087169573552129,2
 Ils cherchent des elfes encore pour la saison 2 des Anneaux de Pouvoir sur Amazon ; ),2022-12-06T10:45:48.000Z,['1600079051468652544'],1600079051468652544,2
Le multiculturalisme à l’épreuve des classiques : la polémique autour des acteurs de couleur dans la série Les Anneaux de Pouvoir https://t . co/w0fUHImkif via  Le premier billet d'étudiante en cette fin de semestre ,2022-12-06T10:25:40.000Z,['1600073984782962689'],1600073984782962689,2
Les Anneaux de Pouvoir : la saison 2 perd l'une de ses grandes vedettes https://t . co/KdrYYpeZHB,2022-12-06T09:19:14.000Z,['1600057266912256001'],1600057266912256001,2
" House of Dragons
Anneaux de Pouvoir
Andor (très agréablement surpris)
Barbares",2022-12-06T08:13:29.000Z,['1600040719040671744'],1600040719040671744,4
"Actualités du jour 📰 : 

Réseau de transport du centre : 21 lignes de bus à l'arrêt ce jeudi -&gt ; https://t ; co/QABTpirop3

« Les Anneaux de pouvoir » fait-elle honneur au « Seigneur des anneaux »  ; -&gt ; https://t ; co/bygrec62R8

Bonne Lecture ; 📖",2022-12-06T06:30:04.000Z,['1600014695896866817'],1600014695896866817,2
" saison 2 : date de sortie , casting , intrigues… https://t , co/jHIXHQ0TzK https://t , co/Ecpy3KKwgu",2022-12-06T05:03:52.000Z,['1599992999512940549'],1599992999512940549,2
"Les Anneaux de pouvoir saison 2 (Prime Video) : date de sortie , casting , intrigues… https://t , co/KaW0gyPtze https://t , co/8GSvMCeV55",2022-12-05T21:58:56.000Z,['1599886062675021824'],1599886062675021824,2
"Vous êtes fan d’heroic fantasy , carrément geek ou seulement amateur de la saga du » , 
Voici une bonne nouvelle : vous allez bientôt pouvoir goûter les vins officiels de la Terre du Milieu grace aux  , 

https://t , co/jfvPGyPgPN",2022-12-05T16:38:35.000Z,['1599805446088544257'],1599805446088544257,4
"    Ça m’aurait plus intéressé et captivé mon attention s’il s’agissait d’un jeu sur la thématique de l’univers du seigneur des anneaux étant un considérable fanatique de tolkien et Peter Jackson , mais c’est cool de pouvoir connaître un peu les secrets de la conception d’un jeu 😎👍",2022-12-05T14:03:59.000Z,['1599766539884204034'],1599766539884204034,4
" "" Le Seigneur des Anneaux : Les Anneaux de Pouvoir "" un changement dans le casting et de nouvelles têtes "" https://t "" co/jjrSl3Rrpy",2022-12-05T13:56:03.000Z,['1599764539393843203'],1599764539393843203,2
" : Le Seigneur des Anneaux : Les Anneaux de Pouvoir , un changement dans le casting et de nouvelles têtes érie https://t , co/yVZ2liXqnA",2022-12-05T13:49:02.000Z,['1599762776527982595'],1599762776527982595,2
"Le Seigneur des Anneaux : Les Anneaux de Pouvoir , un changement dans le casting et de nouvelles têtes https://t , co/nsemyDwKby",2022-12-05T13:14:11.000Z,['1599754006359851009'],1599754006359851009,2
Les Anneaux de Pouvoir (en mieux et avec les droits) 👀🙂 https://t . co/CxxZQ7oP5b,2022-12-05T13:13:09.000Z,['1599753746963001345'],1599753746963001345,2
